event_date,ativo,motivos,selected_motivo,avg_similarity,historical_events_used,reference_dates,reference_motivos,applied_scale,source,status
2021-01-13,EXXO34,"[""Reoneração parcial do PIS/Cofins sobre combustíveis"", ""Queda dos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta nos preços internacionais do petróleo,0.9178714598734888,5,"[""2021-01-11"", ""2021-01-07"", ""2021-01-06"", ""2021-01-05"", ""2020-12-16""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-14,EXXO34,"[""Alta nos preços do petróleo"", ""Otimismo com estímulos econômicos nos EUA""]",Alta nos preços do petróleo,0.9999999999989988,5,"[""2021-01-11"", ""2021-01-07"", ""2021-01-06"", ""2021-01-05"", ""2020-12-16""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-15,EXXO34,"[""Preocupações com demanda devido à pandemia"", ""Novas restrições de mobilidade em grandes economias"", ""Alta do petróleo"", ""Expectativas de estímulos econômicos nos EUA"", ""queda nos preços internacionais do petróleo"", ""movimento de aversão ao risco no mercado brasileiro"", ""Realização de lucros após alta recente"", ""Oscilação do preço do petróleo no mercado internacional""]",Expectativas de estímulos econômicos nos EUA,0.9227423584778158,5,"[""2021-01-14"", ""2021-01-04"", ""2020-12-18"", ""2020-12-14"", ""2021-01-14""]","[""Otimismo com estímulos econômicos nos EUA"", ""Novas restrições de mobilidade na Europa"", ""Expectativa de pacote de estímulo econômico nos EUA"", ""Preocupações com a pandemia de COVID-19"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-18,EXXO34,"[""queda nos preços internacionais do petróleo"", ""realização de lucros no setor de energia"", ""Oscilação do preço internacional do petróleo"", ""Movimento geral do mercado brasileiro""]",queda nos preços internacionais do petróleo,0.7343636068738311,5,"[""2021-01-14"", ""2021-01-11"", ""2021-01-07"", ""2021-01-06"", ""2021-01-05""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-19,EXXO34,"[""Otimismo com pacote de estímulo dos EUA"", ""Corte voluntário de produção pela Arábia Saudita"", ""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global""]",Otimismo com recuperação econômica global,0.9999999999989992,5,"[""2021-01-11"", ""2021-01-06"", ""2021-01-05"", ""2021-01-14"", ""2021-01-15""]","[""Otimismo com recuperação econômica global"", ""Corte voluntário de produção pela Arábia Saudita"", ""Corte voluntário de produção pela Arábia Saudita"", ""Otimismo com estímulos econômicos nos EUA"", ""Expectativas de estímulos econômicos nos EUA""]",0.3,seq,applied
2021-01-20,EXXO34,"[""realização de lucros após alta recente"", ""volatilidade no preço do petróleo internacional""]",volatilidade no preço do petróleo internacional,0.7424765733171481,1,"[""2021-01-18""]","[""queda nos preços internacionais do petróleo""]",0.3,seq,applied
2021-01-21,EXXO34,"[""Queda nos preços internacionais do petróleo"", ""Aversão ao risco em mercados emergentes"", ""Alta do preço do petróleo"", ""Perspectivas positivas para produção da PetroRio""]",Queda nos preços internacionais do petróleo,0.9379748615211995,5,"[""2021-01-18"", ""2021-01-14"", ""2021-01-11"", ""2021-01-07"", ""2021-01-06""]","[""queda nos preços internacionais do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-22,EXXO34,"[""Preocupações com demanda devido à pandemia"", ""Valorização do dólar"", ""Queda nos preços internacionais do petróleo"", ""Movimento de realização de lucros no mercado brasileiro""]",Queda nos preços internacionais do petróleo,0.8648381504318653,5,"[""2021-01-18"", ""2021-01-15"", ""2020-12-14"", ""2020-12-21"", ""2021-01-14""]","[""queda nos preços internacionais do petróleo"", ""Preocupações com demanda devido à pandemia"", ""Preocupações com a pandemia de COVID-19"", ""Preocupações com restrições de viagens e demanda global"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-27,EXXO34,"[""queda generalizada do Ibovespa"", ""avaliação negativa do cenário internacional""]",,0.0,0,[],[],0.3,seq,no_historical_match
2021-01-28,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço internacional do petróleo,0.8444592238427223,5,"[""2021-01-14"", ""2021-01-11"", ""2021-01-07"", ""2021-01-06"", ""2021-01-05""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-01-29,EXXO34,"[""Aversão ao risco global"", ""Preocupações fiscais no Brasil""]",,0.0,0,[],[],0.3,seq,no_historical_match
2021-02-01,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global"", ""Alta do preço internacional do petróleo"", ""Otimismo com o setor de óleo e gás""]",Otimismo com recuperação econômica global,0.9754890627816775,5,"[""2021-01-11"", ""2020-12-16"", ""2020-12-09"", ""2020-12-08"", ""2021-01-06""]","[""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Expectativa de recuperação econômica global""]",0.3,seq,applied
2021-02-02,EXXO34,"[""Cortes de produção pela Opep+"", ""Expectativas de recuperação da demanda devido à vacinação"", ""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global"", ""Aquisição de participação no campo de Albacora Leste"", ""Alta do preço do petróleo""]",Expectativas de recuperação da demanda devido à vacinação,0.9999999999989988,5,"[""2021-01-08"", ""2021-01-11"", ""2020-12-16"", ""2020-12-10"", ""2020-12-09""]","[""Expectativas de recuperação da demanda com vacinação"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Cortes de produção pela Opep+"", ""Otimismo com recuperação econômica global""]",0.3,seq,applied
2021-02-03,EXXO34,"[""Otimismo com recuperação da demanda global"", ""Cortes de produção pela Opep+"", ""Alta nos preços do petróleo"", ""Resultados trimestrais positivos da Exxon Mobil""]",Cortes de produção pela Opep+,0.999999999998999,5,"[""2021-02-02"", ""2021-01-14"", ""2021-01-11"", ""2021-01-07"", ""2021-01-06""]","[""Cortes de produção pela Opep+"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-04,EXXO34,"[""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global""]",Otimismo com recuperação econômica global,0.999999999998999,5,"[""2021-01-11"", ""2021-02-03"", ""2020-12-16"", ""2021-01-14"", ""2021-01-11""]","[""Otimismo com recuperação econômica global"", ""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-05,EXXO34,"[""Alta nos preços internacionais do petróleo"", ""Otimismo com recuperação econômica global"", ""Alta do preço internacional do petróleo"", ""Perspectivas positivas para o setor de óleo e gás""]",Otimismo com recuperação econômica global,0.999999999998999,5,"[""2021-02-04"", ""2021-01-11"", ""2020-12-16"", ""2020-12-09"", ""2020-12-08""]","[""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",0.3,seq,applied
2021-02-08,EXXO34,"[""Cortes de produção da Opep+"", ""Expectativas de recuperação da demanda devido à vacinação"", ""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global"", ""Preocupações com interferência do governo na política de preços"", ""Incertezas sobre reajustes de combustíveis"", ""Alta do preço do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta nos preços do petróleo,0.999999999998999,5,"[""2021-02-04"", ""2021-02-03"", ""2021-02-05"", ""2021-02-04"", ""2021-01-11""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-09,EXXO34,"[""Queda do preço do petróleo"", ""Realização de lucros após alta anterior"", ""queda do preço do petróleo"", ""realização de lucros"", ""realização de lucros"", ""desempenho negativo do setor de petróleo""]",queda do preço do petróleo,0.8141721810274308,5,"[""2020-12-14"", ""2020-12-14"", ""2021-02-08"", ""2021-02-08"", ""2021-01-14""]","[""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-10,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço internacional do petróleo,0.8602943446230418,5,"[""2021-02-05"", ""2021-02-08"", ""2021-02-04"", ""2021-02-03"", ""2021-01-14""]","[""Alta nos preços internacionais do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-11,EXXO34,"[""realização de lucros"", ""ajustes no setor de energia global"", ""Oscilação do preço do petróleo"", ""Movimento de realização de lucros no setor""]",Oscilação do preço do petróleo,0.7466195832594149,5,"[""2021-02-09"", ""2021-02-08"", ""2021-02-04"", ""2021-02-03"", ""2021-01-14""]","[""Queda do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-12,EXXO34,"[""Otimismo com recuperação da demanda global"", ""Cortes de produção pela OPEP+"", ""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com o setor de petróleo"", ""Expectativas positivas sobre resultados da empresa""]",Otimismo com recuperação econômica global,0.999999999998999,5,"[""2021-02-08"", ""2021-02-05"", ""2021-02-04"", ""2021-02-03"", ""2021-02-02""]","[""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Cortes de produção pela Opep+"", ""Cortes de produção pela Opep+""]",0.3,seq,applied
2021-02-16,EXXO34,"[""Interrupção da produção devido ao frio extremo nos EUA"", ""Expectativa de recuperação da demanda global""]",Expectativa de recuperação da demanda global,0.899108622629116,5,"[""2021-01-05"", ""2021-02-12"", ""2021-02-03"", ""2021-01-06"", ""2021-01-05""]","[""Expectativas de recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Expectativa de recuperação econômica global"", ""Expectativas de recuperação econômica global""]",0.3,seq,applied
2021-02-17,EXXO34,"[""Interrupção de produção devido ao frio extremo nos EUA"", ""Expectativa de queda nos estoques de petróleo dos EUA""]",Interrupção de produção devido ao frio extremo nos EUA,0.8282857054818376,3,"[""2021-02-16"", ""2020-12-23"", ""2021-01-06""]","[""Interrupção da produção devido ao frio extremo nos EUA"", ""Queda nos estoques de petróleo dos EUA"", ""Expectativa de menor oferta global de petróleo""]",0.3,seq,applied
2021-02-19,EXXO34,"[""realização de lucros"", ""preocupações com aumento da oferta"", ""Sinalização de troca do presidente da Petrobras por Jair Bolsonaro"", ""Temor de interferência política na política de preços dos combustíveis""]",realização de lucros,0.7860781947581701,4,"[""2021-02-11"", ""2021-02-09"", ""2021-01-22"", ""2021-01-15""]","[""realização de lucros"", ""Realização de lucros após alta anterior"", ""Preocupações com demanda devido à pandemia"", ""Preocupações com demanda devido à pandemia""]",0.3,seq,applied
2021-02-22,EXXO34,"[""otimismo com recuperação econômica"", ""restrições na oferta devido a cortes da OPEP+"", ""Alta nos preços do petróleo"", ""Expectativas de recuperação econômica global"", ""Anúncio da substituição do presidente da Petrobras"", ""Temor de interferência política na gestão da empresa"", ""Alta do preço do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta nos preços do petróleo,0.9999999999989988,5,"[""2021-02-12"", ""2021-02-08"", ""2021-01-05"", ""2021-02-04"", ""2021-02-03""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Expectativas de recuperação econômica global"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-23,EXXO34,"[""reação técnica após queda acentuada"", ""alta do petróleo no mercado internacional"", ""Queda nos preços internacionais do petróleo"", ""Realização de lucros e aversão ao risco no mercado brasileiro""]",Queda nos preços internacionais do petróleo,0.8569869642951999,5,"[""2021-01-18"", ""2021-02-05"", ""2021-02-05"", ""2021-01-15"", ""2021-02-22""]","[""queda nos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2021-02-24,EXXO34,"[""Queda nos estoques de petróleo dos EUA"", ""Otimismo com recuperação econômica global"", ""Alta nos preços do petróleo"", ""Perspectiva de recuperação econômica global""]",Otimismo com recuperação econômica global,0.999999999998999,5,"[""2021-02-12"", ""2021-02-08"", ""2021-02-05"", ""2021-02-04"", ""2021-01-11""]","[""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",0.3,seq,applied
2021-02-25,EXXO34,"[""Troca do presidente da Petrobras anunciada pelo governo"", ""Preocupações com intervenção política e política de preços de combustíveis"", ""Queda generalizada do Ibovespa"", ""Incertezas fiscais e políticas no Brasil""]",,0.0,0,[],[],0.3,seq,no_historical_match
2021-02-26,EXXO34,"[""realização de lucros"", ""alta dos rendimentos dos Treasuries dos EUA"", ""Troca do presidente da Petrobras anunciada pelo governo"", ""Receio de interferência política na política de preços de combustíveis""]",realização de lucros,0.9061150662412881,3,"[""2021-02-19"", ""2021-02-11"", ""2021-02-09""]","[""realização de lucros"", ""realização de lucros"", ""Realização de lucros após alta anterior""]",0.3,seq,applied
2021-03-01,EXXO34,"[""realização de lucros"", ""incertezas sobre demanda devido à COVID-19"", ""Alta nos preços do petróleo"", ""Expectativa de recuperação econômica global"", ""Alta do preço internacional do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta nos preços do petróleo,0.999999999998999,5,"[""2021-02-24"", ""2021-02-22"", ""2021-02-26"", ""2021-02-12"", ""2021-02-19""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""realização de lucros"", ""Alta nos preços do petróleo"", ""realização de lucros""]",0.3,seq,applied
2021-03-02,EXXO34,"[""realização de lucros"", ""aumento dos estoques de petróleo nos EUA"", ""Oscilação do preço internacional do petróleo"", ""Movimento geral de realização de lucros no mercado brasileiro""]",realização de lucros,0.9833761333738215,5,"[""2021-03-01"", ""2021-02-26"", ""2021-02-19"", ""2021-02-11"", ""2021-02-17""]","[""realização de lucros"", ""realização de lucros"", ""realização de lucros"", ""realização de lucros"", ""Expectativa de queda nos estoques de petróleo dos EUA""]",0.3,seq,applied
2021-03-03,EXXO34,"[""Expectativa de manutenção dos cortes de produção pela OPEP+"", ""Otimismo com recuperação da demanda global"", ""Incerteza sobre política de preços dos combustíveis"", ""Troca recente na presidência da Petrobras"", ""Alta nos preços internacionais do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Otimismo com recuperação da demanda global,0.967148583948795,5,"[""2021-02-12"", ""2021-02-03"", ""2021-02-05"", ""2021-02-24"", ""2021-02-22""]","[""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
