cluster,frase_exemplo,ativo_cluster,n_eventos,n_motivos_unicos,prompt_version,first_event_date,last_event_date,event_dates,frases_originais,seq_d0,seq_d1,seq_d2,seq_d3,seq_d4,seq_d5
10,Sancionamento do teto do ICMS sobre combustíveis,PETR4,2,2,news-cluster-v1,2021-01-13,2022-07-07,"[""2021-01-13"", ""2022-07-07""]","[""Reoneração parcial do PIS/Cofins sobre combustíveis"", ""Sancionamento do teto do ICMS sobre combustíveis""]",-0.952254006012238,,,,,
11,"Aversão ao risco global e local impacta negativamente o mercado, influenciada por fatores econômicos, políticos e eventos internacionais.",PETR4,15,15,news-cluster-v1,2020-11-12,2026-02-12,"[""2020-11-12"", ""2021-01-15"", ""2021-01-21"", ""2021-01-29"", ""2021-07-30"", ""2022-02-24"", ""2022-05-09"", ""2022-09-13"", ""2022-09-23"", ""2023-03-13"", ""2023-12-04"", ""2025-04-15"", ""2025-06-04"", ""2025-12-16"", ""2026-02-12""]","[""Realização de lucros e aversão ao risco global devido à Covid-19"", ""movimento de aversão ao risco no mercado brasileiro"", ""Aversão ao risco em mercados emergentes"", ""Aversão ao risco global"", ""Aversão ao risco no mercado brasileiro devido a preocupações fiscais e políticas"", ""Aversão global ao risco nos mercados"", ""Aversão ao risco global e temores sobre a economia chinesa"", ""Aversão ao risco global após dados de inflação dos EUA"", ""Aversão global ao risco após decisão do Fed"", ""Aversão ao risco em emergentes e commodities"", ""Aversão ao risco em mercados globais"", ""Aversão ao risco no mercado global"", ""Aversão ao risco devido ao cenário político e fiscal brasileiro"", ""sentimento negativo do mercado global"", ""movimento de aversão ao risco em mercados emergentes""]",-3.1365845956573257,-0.2311987747520407,1.6660247600633307,,,
12,Incerteza política após eleições,PETR4,7,7,news-cluster-v1,2022-10-04,2025-12-05,"[""2022-10-04"", ""2022-10-24"", ""2022-10-25"", ""2022-10-26"", ""2023-01-03"", ""2025-04-07"", ""2025-12-05""]","[""Incertezas políticas pós-eleição"", ""Incerteza política após eleições"", ""incerteza eleitoral no Brasil"", ""incerteza eleitoral"", ""Incertezas políticas com o novo governo"", ""incertezas políticas no Brasil"", ""Incertezas políticas""]",-3.7566186933657795,-2.1364128166285288,,,,
13,Realização de lucros após altas anteriores.,PETR4,15,15,news-cluster-v1,2020-11-30,2026-03-20,"[""2020-11-30"", ""2021-02-09"", ""2021-04-27"", ""2021-05-04"", ""2021-05-25"", ""2021-06-17"", ""2021-08-04"", ""2022-01-05"", ""2022-01-28"", ""2022-08-11"", ""2023-06-15"", ""2024-07-22"", ""2024-12-18"", ""2025-06-24"", ""2026-03-20""]","[""realização de lucros após alta do mês"", ""realização de lucros"", ""realização de lucros por investidores"", ""movimento de realização de lucros após altas anteriores"", ""realização de lucros no mercado"", ""Realização de lucros por investidores"", ""realização de lucros após altas anteriores"", ""Movimento de realização de lucros após altas anteriores"", ""realização de lucros após alta recente"", ""Movimento de realização de lucros após divulgação de resultados recentes"", ""Movimento de realização de lucros no setor de energia"", ""movimento de realização de lucros no setor"", ""realização de lucros pelo mercado"", ""realização de lucros após altas recentes"", ""Movimento de realização de lucros no setor""]",-2.608477536461927,0.18104918188118985,2.631593448071792,0.4930958527153092,,
14,Avanço nas vacinas contra Covid-19 impulsiona otimismo no mercado.,PETR4,2,2,news-cluster-v1,2020-11-10,2020-11-13,"[""2020-11-10"", ""2020-11-13""]","[""Notícias positivas sobre vacina da Pfizer contra Covid-19"", ""Otimismo global com vacinas contra Covid-19""]",,,,,,
15,Oscilação normal do mercado,PETR4,5,5,news-cluster-v1,2025-11-11,2026-03-24,"[""2025-11-11"", ""2026-01-27"", ""2026-02-24"", ""2026-03-09"", ""2026-03-24""]","[""Movimento geral do mercado brasileiro"", ""Movimento geral do mercado"", ""Oscilação normal do mercado"", ""Oscilações normais de negociação"", ""Oscilações normais de preço""]",2.4212085252046784,,,,,
16,"Otimismo predominante em relação ao setor de energia, apesar de movimentos negativos pontuais.",PETR4,9,9,news-cluster-v1,2021-10-01,2025-11-12,"[""2021-10-01"", ""2021-10-04"", ""2021-11-25"", ""2022-01-11"", ""2022-01-12"", ""2023-09-27"", ""2023-10-09"", ""2024-10-01"", ""2025-11-12""]","[""Expectativas positivas para o setor de energia"", ""Otimismo com o setor de energia"", ""Otimismo do mercado com o setor de energia"", ""Perspectiva positiva para a demanda global de energia"", ""Perspectiva positiva para o setor de energia"", ""Otimismo global com o setor de energia"", ""Perspectiva positiva para empresas de energia"", ""Otimismo do mercado em relação ao setor de energia"", ""Movimento negativo do setor de energia global""]",2.626741522129453,1.3444029056078526,,,,
17,"Incertezas e expectativas sobre política de preços, governança e interferência política na Petrobras.",PETR4,62,62,news-cluster-v1,2021-02-19,2025-12-05,"[""2021-02-19"", ""2021-02-22"", ""2021-02-25"", ""2021-03-03"", ""2021-03-08"", ""2021-03-10"", ""2021-03-18"", ""2021-03-19"", ""2021-03-23"", ""2021-04-19"", ""2021-09-22"", ""2021-09-23"", ""2021-10-05"", ""2021-10-19"", ""2021-11-24"", ""2021-12-02"", ""2022-02-11"", ""2022-02-14"", ""2022-03-11"", ""2022-03-28"", ""2022-03-29"", ""2022-04-07"", ""2022-05-23"", ""2022-05-27"", ""2022-05-30"", ""2022-06-21"", ""2022-06-27"", ""2022-07-01"", ""2022-07-05"", ""2022-07-07"", ""2022-07-14"", ""2022-08-17"", ""2022-10-24"", ""2022-10-25"", ""2022-10-26"", ""2022-10-31"", ""2022-11-04"", ""2022-11-07"", ""2022-11-22"", ""2022-11-29"", ""2022-12-08"", ""2022-12-13"", ""2022-12-20"", ""2022-12-21"", ""2023-01-03"", ""2023-01-16"", ""2023-01-17"", ""2023-02-02"", ""2023-02-24"", ""2023-03-07"", ""2023-04-10"", ""2023-06-06"", ""2023-06-07"", ""2023-06-30"", ""2023-08-23"", ""2023-09-05"", ""2023-12-06"", ""2024-05-15"", ""2024-05-16"", ""2024-08-02"", ""2025-06-12"", ""2025-12-05""]","[""Sinalização de troca do presidente da Petrobras por Jair Bolsonaro"", ""Anúncio da substituição do presidente da Petrobras"", ""Troca do presidente da Petrobras anunciada pelo governo"", ""Troca recente na presidência da Petrobras"", ""Intervenção do governo na presidência da Petrobras"", ""Alívio após turbulências políticas na Petrobras"", ""Incertezas sobre a política de preços da Petrobras"", ""Confirmação do novo presidente da Petrobras"", ""Posse de novo presidente da Petrobras"", ""Expectativas positivas com a nova gestão da Petrobras"", ""Confirmação da política de preços da Petrobras"", ""Expectativas positivas sobre resultados financeiros da Petrobras"", ""Expectativa positiva para resultados financeiros da Petrobras"", ""Temor de intervenção do governo na política de preços da Petrobras"", ""Manutenção da política de preços da Petrobras"", ""Expectativas positivas sobre a política de preços da Petrobras"", ""Expectativa de resultados financeiros positivos da Petrobras"", ""Incertezas sobre política de preços da Petrobras"", ""Anúncio de troca do presidente da Petrobras"", ""Demissão do presidente da Petrobras"", ""Indicação de novo presidente para a Petrobras"", ""Otimismo com resultados operacionais da Petrobras"", ""Indicação de Caio Paes de Andrade para presidência da Petrobras"", ""Temor de intervenção política na Petrobras"", ""Incertezas sobre governança da Petrobras"", ""Troca na presidência da Petrobras"", ""Renúncia do presidente da Petrobras"", ""Posse do novo presidente da Petrobras"", ""temores de intervenção governamental na Petrobras"", ""Redução de incertezas políticas em relação à Petrobras"", ""temores de interferência política na Petrobras"", ""Expectativas positivas sobre dividendos da Petrobras"", ""Temor de mudanças na política de preços da Petrobras"", ""temores sobre mudanças na política de preços da Petrobras"", ""preocupações sobre política de preços da Petrobras"", ""Temor de intervenção estatal e mudanças na política de preços da Petrobras"", ""Incerteza sobre política de preços da Petrobras"", ""Preocupações com intervenção do governo na Petrobras"", ""Temor de intervenção política na gestão da Petrobras"", ""Alívio quanto à governança da Petrobras"", ""Incertezas políticas sobre a futura gestão da Petrobras"", ""Incertezas políticas sobre a Petrobras"", ""Indicação de Jean Paul Prates para presidência da Petrobras"", ""Indicação de Jean Paul Prates para presidência"", ""Preocupações sobre mudanças na política de preços da Petrobras"", ""Incertezas sobre a política de preços da Petrobras no novo governo"", ""Declarações do governo sobre governança da Petrobras"", ""Incertezas sobre a governança da Petrobras"", ""Incertezas sobre a política de preços e governança da Petrobras"", ""Temor de intervenção governamental na Petrobras"", ""Confiança na governança da Petrobras"", ""Expectativas sobre dividendos da Petrobras"", ""Expectativas positivas sobre política de preços da Petrobras"", ""Temor de interferência política na gestão da Petrobras"", ""Sinalização do governo de respeito à governança da Petrobras"", ""Expectativa de aumento de receitas para a Petrobras"", ""Rumores de interferência do governo na Petrobras"", ""Temor de maior intervenção política na Petrobras"", ""Incertezas sobre política de dividendos da Petrobras"", ""incertezas sobre política de preços da Petrobras"", ""Expectativa de pagamento de dividendos extraordinários pela Petrobras, após sinalização do governo sobre a importância desses recursos para o ajuste fiscal"", ""Especulações sobre política de preços da Petrobras""]",-1.0484627212918178,-1.6863921449244013,-0.6145435510033105,1.126060012845683,0.21651754050802624,
18,ajustes de portfólio de investidores,PETR4,2,2,news-cluster-v1,2024-09-26,2026-01-27,"[""2024-09-26"", ""2026-01-27""]","[""ajustes de portfólio de investidores"", ""Ajustes técnicos de preço""]",0.009186404523472413,,,,,
19,Conflito entre Rússia e Ucrânia impacta preocupações sobre oferta.,PETR4,4,4,news-cluster-v1,2022-02-24,2022-03-10,"[""2022-02-24"", ""2022-03-07"", ""2022-03-08"", ""2022-03-10""]","[""Invasão da Ucrânia pela Rússia"", ""Escalada do conflito Rússia-Ucrânia"", ""Conflito entre Rússia e Ucrânia elevando preocupações sobre oferta"", ""Conflito Rússia-Ucrânia""]",-0.9869578900785926,,,,,
20,Incertezas e preocupações sobre possível intervenção do governo na política de preços dos combustíveis.,PETR4,34,34,news-cluster-v1,2021-02-08,2025-04-10,"[""2021-02-08"", ""2021-02-08"", ""2021-02-19"", ""2021-02-25"", ""2021-02-26"", ""2021-03-03"", ""2021-03-04"", ""2021-03-08"", ""2021-03-09"", ""2021-03-17"", ""2021-03-22"", ""2021-03-23"", ""2021-10-25"", ""2022-03-11"", ""2022-03-14"", ""2022-03-15"", ""2022-03-17"", ""2022-05-24"", ""2022-06-27"", ""2022-07-01"", ""2022-07-25"", ""2022-11-07"", ""2022-11-22"", ""2023-01-27"", ""2023-02-10"", ""2023-03-31"", ""2023-04-10"", ""2023-04-19"", ""2023-06-30"", ""2023-08-23"", ""2023-12-06"", ""2025-04-03"", ""2025-04-04"", ""2025-04-10""]","[""Preocupações com interferência do governo na política de preços"", ""Incertezas sobre reajustes de combustíveis"", ""Temor de interferência política na política de preços dos combustíveis"", ""Preocupações com intervenção política e política de preços de combustíveis"", ""Receio de interferência política na política de preços de combustíveis"", ""Incerteza sobre política de preços dos combustíveis"", ""Reação à manutenção da política de preços"", ""Incertezas sobre a política de preços de combustíveis"", ""Alívio após incertezas sobre a política de preços"", ""Sinalização de manutenção da política de preços da Petrobras"", ""Temor de intervenção na política de preços"", ""Temores de intervenção governamental na política de preços"", ""Sinalização do governo de não interferência na política de preços"", ""Temor de intervenção do governo na política de preços"", ""preocupação com intervenção do governo na política de preços"", ""incertezas sobre políticas de combustíveis no Brasil"", ""Incertezas sobre políticas de preços de combustíveis no Brasil"", ""Temor de intervenção política na política de preços"", ""Expectativa de mudanças na política de preços"", ""Expectativa de manutenção da política de preços"", ""Sinalização de manutenção da política de preços"", ""Incertezas sobre a política de preços dos combustíveis"", ""Incertezas sobre política de preços dos combustíveis"", ""Incertezas sobre política de preços"", ""Expectativas positivas sobre política de preços"", ""Realização de lucros e incertezas sobre política de preços"", ""Sinalização do governo sobre não interferência na política de preços"", ""Preocupações com intervenção do governo na política de preços"", ""Mudança na política de preços dos combustíveis"", ""Alívio de temores sobre intervenção estatal na política de preços"", ""Preocupações com mudanças na política de preços dos combustíveis"", ""Incertezas sobre política de preços de combustíveis"", ""temores sobre intervenção governamental na política de preços"", ""rumores de interferência do governo na política de preços""]",-1.4070776863947783,-1.5968600357788494,0.2639957493908071,1.126060012845683,0.21651754050802624,
21,Ausência de fatos relevantes,PETR4,1,1,news-cluster-v1,2026-02-24,2026-02-24,"[""2026-02-24""]","[""Ausência de fatos relevantes""]",2.5395168135821016,,,,,
22,Desempenho abaixo do esperado pelos investidores.,PETR4,2,2,news-cluster-v1,2024-02-28,2024-03-08,"[""2024-02-28"", ""2024-03-08""]","[""Surpresa negativa para investidores"", ""Surpresa negativa em relação às expectativas dos investidores""]",-7.148302585976948,-1.7891712886613957,0.09967208036424902,-0.24887556673809005,-0.29942602143198316,
23,Maior previsibilidade na gestão da empresa.,PETR4,1,1,news-cluster-v1,2022-12-23,2022-12-23,"[""2022-12-23""]","[""Alívio com maior previsibilidade na gestão da empresa""]",4.710288145369793,-0.716579977171812,,,,
24,Cenário político doméstico instável,PETR4,3,3,news-cluster-v1,2022-10-18,2025-04-03,"[""2022-10-18"", ""2023-01-27"", ""2025-04-03""]","[""Estabilidade no cenário eleitoral brasileiro"", ""Cautela com cenário político"", ""Cenário político doméstico instável""]",-1.0566521429437596,0.507403543019409,1.2427274216937971,,,
25,Expansão e diversificação das operações por meio de novas licenças e aquisições em blocos exploratórios.,PETR4,2,2,news-cluster-v1,2021-07-26,2021-08-16,"[""2021-07-26"", ""2021-08-16""]","[""Notícias sobre novas licenças de operação e expansão em blocos exploratórios, indicando crescimento futuro."", ""Notícias de expansão e diversificação, como aquisição de participação em bloco na África""]",0.15543353819087535,-0.0003588526502083792,,,,
26,Impacto negativo do colapso do SVB nos mercados globais.,PETR4,1,1,news-cluster-v1,2023-03-13,2023-03-13,"[""2023-03-13""]","[""Queda dos mercados globais após colapso do SVB""]",-3.1625344482325346,,,,,
27,Força técnica demonstrada pela superação de médias móveis relevantes.,PETR4,1,1,news-cluster-v1,2021-07-26,2021-07-26,"[""2021-07-26""]","[""Superação de médias móveis importantes, sugerindo força técnica do papel.""]",2.7299384060486087,,,,,
28,Expectativas de oferta global mais restrita,PETR4,1,1,news-cluster-v1,2023-10-06,2023-10-06,"[""2023-10-06""]","[""Expectativas de oferta global mais restrita""]",2.38312517800255,4.297233752849169,0.7439319110012331,,,
29,Acordo aprovado pela ANP define regras para operação conjunta e participações na jazida de Jubarte.,PETR4,1,1,news-cluster-v1,2025-07-23,2025-07-23,"[""2025-07-23""]","[""Aprovação do Acordo de Individualização da Produção (AIP) da jazida de Jubarte pela ANP, permitindo operação conjunta e maior clareza sobre participações futuras""]",2.0414613901847725,-0.15629344533386835,,,,
30,Temores globais com a variante Ômicron,PETR4,6,6,news-cluster-v1,2020-12-21,2021-12-20,"[""2020-12-21"", ""2021-07-06"", ""2021-07-08"", ""2021-07-15"", ""2021-11-26"", ""2021-12-20""]","[""Temor global com nova variante da Covid-19"", ""Temores sobre a demanda global devido à variante Delta"", ""Preocupações com a demanda global devido à Covid-19"", ""Temores sobre a variante Delta da Covid-19"", ""Preocupações globais com a variante Ômicron da Covid-19"", ""Temores globais com a variante Ômicron""]",-3.1346465546980706,3.5124644210332,,,,
31,Redução da produção nos EUA após furacão Ida,PETR4,1,1,news-cluster-v1,2021-09-13,2021-09-13,"[""2021-09-13""]","[""Redução da produção nos EUA após furacão Ida""]",3.512220878730317,-1.334346059043194,,,,
32,Preocupações e incertezas fiscais e políticas no Brasil impactam o cenário do ativo.,PETR4,9,9,news-cluster-v1,2021-01-29,2025-05-05,"[""2021-01-29"", ""2021-04-15"", ""2021-08-31"", ""2021-09-17"", ""2021-10-06"", ""2021-11-04"", ""2024-06-14"", ""2024-09-06"", ""2025-05-05""]","[""Preocupações fiscais no Brasil"", ""Incertezas fiscais no Brasil"", ""Aumento das preocupações fiscais e políticas no Brasil"", ""Aumento da aversão ao risco e preocupações fiscais no Brasil"", ""preocupações fiscais no Brasil"", ""Incertezas fiscais e políticas no Brasil"", ""Preocupações com o cenário fiscal no Brasil"", ""incertezas fiscais no Brasil"", ""incertezas políticas e fiscais no Brasil""]",-3.1055534586567086,0.4574688093150461,5.795205035160905,,,
